le_gender,le_color1,le_color2,le_breed1,le_breed2,le_intake_type,le_intake_condition,le_intake_sex,le_outcome_type,le_outcome_sex,le_outcome_d_m,le_intake_d_m,Outcome_Age_Month,Duration_Day
0,2,33,218,106,3,5,0,5,2,3,3,24,4.084722222222221
0,2,36,218,106,3,5,2,5,2,3,3,12,2.8493055555555555
1,34,10,13,106,3,5,0,0,1,3,3,24,11.927777777777774
0,12,1,174,106,3,5,0,5,2,3,3,48,4.0777777777777775
0,2,36,275,106,3,5,0,0,2,5,3,39,448.89722222222224
0,2,30,174,106,3,5,0,5,0,3,3,7,1.1111111111111112
1,27,36,274,11,3,5,1,3,1,3,3,24,8.997222222222222
0,30,36,174,106,1,5,2,7,2,3,3,7,0.8854166666666666
1,6,30,136,106,1,5,1,0,1,0,0,8,8.205555555555557
1,6,30,136,106,1,5,1,0,1,3,3,7,5.093055555555557
1,32,33,275,106,3,7,1,0,1,10,5,140,129.72986111111112
0,34,1,107,106,1,5,0,0,2,6,6,16,9.789583333333333
1,6,30,373,106,3,5,1,3,1,3,3,84,0.04444444444444445
0,6,30,373,106,1,5,0,3,0,3,3,144,0.04375
1,22,36,241,106,3,3,0,7,1,0,3,13,22.284027777777773
0,34,10,209,106,3,5,2,5,2,3,3,96,6.134027777777778
1,12,33,107,106,3,5,0,0,1,3,3,12,8.01875
1,2,33,68,166,3,9,0,1,0,3,3,2,3.8361111111111112
1,2,33,64,97,3,5,1,0,1,3,3,8,7.9854166666666675
0,2,32,107,106,3,5,0,0,2,3,3,3,4.155555555555557
1,13,33,99,106,3,5,1,0,1,3,3,2,7.935416666666668
1,34,36,239,106,3,5,1,3,1,5,3,135,446.25625
1,35,36,218,106,3,5,0,5,0,3,3,156,0.10347222222222223
1,2,33,275,106,1,5,0,5,1,0,3,9,43.84652777777778
1,2,33,279,166,3,5,0,3,0,3,3,2,4.095833333333333
0,2,36,107,106,1,5,2,0,2,3,3,30,7.067361111111111
0,12,36,332,106,1,5,0,0,2,3,3,12,14.767361111111109
1,18,33,13,106,3,5,0,5,1,3,3,48,4.018055555555557
1,12,33,24,10,3,5,0,0,1,4,3,14,54.974305555555546
1,12,1,22,166,3,5,1,5,1,3,3,24,3.6277777777777778
0,34,36,187,166,3,5,2,5,2,3,3,24,3.8041666666666663
1,12,36,282,106,3,5,0,0,1,3,3,36,3.863888888888889
1,2,33,306,104,2,5,0,5,1,3,3,15,3.9847222222222216
0,13,36,21,106,2,5,2,5,2,3,3,91,2.995833333333333
0,2,10,174,106,2,5,2,5,2,3,3,46,7.842361111111112
1,12,1,174,106,3,5,0,0,0,3,3,2,4.386805555555555
0,12,1,174,106,3,5,0,7,2,3,3,24,8.277083333333334
0,13,33,275,106,3,5,2,5,2,3,3,84,0.175
0,2,33,107,106,3,5,0,0,2,3,3,12,5.295833333333333
1,34,30,107,106,3,5,0,0,1,3,3,24,4.322916666666667
1,12,36,107,106,3,5,1,5,1,3,3,12,1.0305555555555554
0,32,36,94,48,3,5,2,0,2,3,3,12,3.945833333333333
1,12,33,295,106,3,5,0,7,1,0,3,25,31.902777777777782
1,33,36,259,106,3,5,1,0,1,3,3,60,4.915277777777779
0,33,36,37,106,3,5,0,0,2,3,3,36,18.08333333333333
0,2,33,218,106,3,5,2,0,2,5,3,21,79.12986111111111
1,12,36,55,106,3,5,1,5,1,4,3,38,53.063194444444434
0,2,10,107,106,3,5,2,0,2,3,3,24,3.8222222222222224
0,34,10,107,106,3,5,2,0,2,3,3,24,6.115972222222222
1,32,36,107,106,3,5,1,0,1,3,3,60,3.967361111111111
1,32,33,37,106,3,5,0,7,0,3,3,6,15.859722222222222
0,30,36,174,106,3,5,0,5,2,3,3,36,6.020833333333332
0,12,1,72,106,3,5,0,0,2,0,3,13,42.06875
0,18,36,218,106,3,5,2,5,2,3,3,132,0.8111111111111111
0,33,36,279,11,3,5,0,0,2,3,3,12,5.000694444444443
0,18,33,218,106,3,5,0,0,2,3,3,12,4.751388888888889
1,12,20,372,166,3,5,0,5,1,3,3,60,1.8381944444444445
1,20,36,21,106,3,5,1,3,1,5,5,20,24.894444444444453
1,20,36,21,106,2,5,1,5,1,3,3,17,13.8375
1,33,36,37,106,3,5,1,5,1,3,3,180,0.1486111111111111
1,20,33,275,106,3,5,1,5,1,1,1,46,0.060416666666666674
1,20,33,275,106,3,5,1,5,1,3,3,36,2.0131944444444443
1,20,1,286,17,3,5,1,0,1,4,4,26,6.034027777777778
0,19,36,174,106,3,5,0,7,0,3,3,5,0.2611111111111111
0,33,36,156,106,1,5,2,0,2,3,3,78,10.065277777777778
1,13,33,275,106,3,5,0,7,1,0,3,13,30.01736111111111
0,12,36,107,106,1,5,0,0,2,3,3,5,2.0451388888888893
0,12,33,322,106,1,5,2,0,2,3,3,72,0.06944444444444445
0,12,33,280,106,1,5,0,0,2,3,3,10,5.120833333333334
1,32,33,99,106,1,5,0,0,1,3,3,10,8.205555555555557
0,32,33,218,106,3,5,0,7,2,3,3,24,15.040277777777776
1,12,1,233,106,3,5,0,0,1,3,3,2,4.226388888888889
1,12,1,233,106,3,5,0,0,1,3,3,2,4.1625
0,2,33,275,106,3,5,0,0,2,0,3,25,37.15416666666667
1,12,33,36,97,3,5,1,0,1,8,7,57,11.334027777777774
1,12,33,36,97,1,5,1,0,1,3,3,3,0.19652777777777775
0,12,36,94,48,1,5,2,0,2,3,3,3,0.12152777777777778
0,12,36,94,48,1,5,2,0,2,3,3,3,0.05625
1,2,33,68,166,1,5,0,7,0,3,3,36,2.0597222222222222
1,34,36,188,106,3,3,0,7,0,3,3,5,5.019444444444446
1,6,30,107,106,1,5,1,0,1,3,3,78,9.052083333333334
1,8,7,289,106,1,5,0,0,1,3,3,6,2.0527777777777776
1,34,1,289,106,1,5,0,0,1,3,3,6,3.91875
0,8,7,289,106,1,5,0,0,2,3,3,6,4.852777777777779
1,35,36,107,106,3,5,1,0,1,0,3,97,36.838194444444454
0,2,36,65,106,3,5,2,5,2,3,3,36,0.09027777777777778
1,2,33,65,106,3,5,1,5,1,3,3,36,0.09027777777777778
0,12,33,23,106,3,5,0,5,2,7,3,41,890.8902777777777
1,32,36,295,106,0,5,1,7,1,3,3,54,5.063194444444443
1,32,36,295,106,3,5,1,5,1,3,3,54,0.1527777777777778
0,13,36,277,106,3,5,0,0,2,0,3,6,39.701388888888886
0,6,36,274,166,3,5,0,7,2,4,3,38,73.60902777777778
0,26,36,107,106,3,5,0,7,0,3,3,24,5.8277777777777775
1,12,33,107,106,3,3,0,7,0,3,3,12,8.557638888888889
1,34,17,66,97,1,5,0,7,0,3,3,3,0.15347222222222226
1,13,36,217,30,1,5,0,7,0,3,3,3,0.15347222222222226
0,34,1,291,106,3,5,0,0,2,3,3,8,7.277777777777778
1,2,33,315,166,3,5,0,0,1,4,4,14,4.908333333333333
1,2,33,315,166,3,5,1,5,1,11,11,33,0.9034722222222222
0,12,36,72,106,3,5,2,5,2,3,3,72,0.03333333333333333
0,34,36,105,106,3,5,2,5,2,3,3,48,0.03333333333333333
1,32,36,218,106,3,3,0,7,1,0,3,73,24.12013888888889
1,12,33,107,106,3,5,0,0,1,3,3,24,4.2375
1,12,1,214,166,3,5,0,0,1,3,3,2,4.2131944444444445
1,12,1,107,106,3,5,0,0,1,3,3,12,7.949305555555554
0,34,36,238,99,3,5,2,5,2,3,3,96,2.0576388888888895
0,34,36,238,99,3,5,2,5,2,3,3,144,0.06666666666666668
0,35,36,218,106,3,5,0,0,2,3,3,12,6.929166666666666
1,14,33,107,106,3,5,0,5,1,3,3,12,2.15
0,2,30,174,106,2,5,2,5,2,3,3,36,9.973611111111113
0,2,33,218,106,3,5,2,0,2,5,5,17,1.1375
0,2,33,218,106,3,5,0,5,2,3,3,2,3.057638888888889
0,2,36,218,106,3,5,2,7,2,11,10,11,9.042361111111113
0,2,36,218,106,3,5,0,5,2,3,3,2,3.0590277777777777
1,26,36,96,97,0,5,1,7,1,3,3,72,4.996527777777779
1,34,1,65,106,3,5,0,0,1,3,3,4,4.007638888888889
0,26,36,218,106,3,5,0,0,2,0,3,25,44.11319444444445
1,12,36,218,106,3,5,0,3,0,3,3,0,0.7444444444444445
1,19,33,218,106,3,5,0,0,1,4,3,2,55.05277777777778
0,19,33,218,106,3,5,0,0,2,4,3,2,55.109722222222224
0,34,17,218,106,3,5,0,0,2,4,3,2,55.05277777777778
0,12,33,218,106,3,5,0,0,2,4,3,2,56.82291666666666
0,19,33,218,106,3,5,0,0,2,4,3,2,55.030555555555566
0,12,33,218,106,3,5,0,0,2,4,3,2,55.0125
0,12,28,218,106,3,5,0,0,2,4,3,2,55.10138888888889
1,26,33,120,97,3,5,0,0,1,9,3,7,206.88888888888889
0,19,33,218,106,3,5,0,0,2,4,3,2,55.040277777777774
0,32,33,218,106,3,5,0,0,2,4,3,2,55.06111111111111
1,12,33,218,106,3,5,0,0,1,4,3,2,55.11041666666666
0,26,33,218,106,3,5,0,0,2,4,3,2,55.071527777777774
1,12,1,218,106,3,5,0,0,1,4,3,2,55.10347222222222
1,12,36,218,106,3,5,1,5,1,3,3,5,2.4347222222222222
0,34,20,238,98,3,5,0,0,2,3,3,18,4.346527777777778
1,12,33,291,106,1,5,1,0,1,0,0,13,4.1506944444444445
1,12,33,291,106,3,5,0,0,1,3,3,12,6.232638888888888
1,2,33,275,106,3,5,0,5,1,3,3,2,2.2611111111111106
1,2,33,117,106,3,5,1,7,1,3,3,120,4.252083333333333
0,2,33,274,11,3,3,0,3,0,3,3,12,0.036805555555555564
0,2,33,106,56,2,5,2,5,2,5,5,8,4.129166666666666
0,2,33,106,56,1,5,0,0,2,3,3,5,2.2493055555555554
0,32,36,107,106,3,5,0,0,2,3,3,18,3.879166666666667
0,13,33,275,106,3,5,0,7,0,3,3,12,11.986111111111109
1,2,33,275,106,2,5,1,5,1,3,3,84,6.910416666666666
1,2,33,64,146,3,5,1,0,1,0,3,17,19.932638888888892
1,13,36,275,106,1,5,1,0,1,5,4,75,15.972222222222221
0,20,33,275,106,3,5,2,0,2,2,7,13,195.69791666666663
0,20,33,275,106,3,5,0,5,2,3,3,2,2.1083333333333334
1,8,33,28,4,3,5,1,0,1,3,3,36,6.036805555555556
0,18,10,231,106,3,5,0,7,0,3,3,3,2.8840277777777783
1,12,33,231,106,3,5,0,7,0,3,3,3,2.8840277777777783
0,26,33,231,106,3,5,0,7,0,3,3,3,2.8840277777777783
1,26,33,231,106,2,5,1,5,1,7,7,32,5.898611111111111
1,26,33,231,106,3,5,1,7,1,3,3,3,2.8840277777777783
1,12,33,231,106,3,5,0,7,0,3,3,3,2.8840277777777783
1,34,36,229,106,3,5,0,5,1,3,3,24,2.0527777777777776
1,32,36,239,106,3,9,1,7,1,3,3,120,4.9319444444444445
1,2,33,107,106,3,5,0,3,0,3,3,120,0.04236111111111111
1,2,33,24,44,2,5,0,7,0,3,3,6,4.802777777777779
1,2,30,275,106,3,5,1,3,1,4,4,14,7.824305555555554
1,2,30,275,106,3,5,0,5,1,3,3,12,3.063194444444445
0,6,33,275,106,3,5,0,0,2,0,3,11,20.95
1,12,36,373,106,3,5,1,0,1,3,3,120,6.707638888888888
1,2,36,218,106,3,5,1,0,1,3,3,11,12.761111111111115
1,34,20,373,106,3,5,1,0,1,3,3,84,3.957638888888889
1,34,20,373,106,3,5,1,0,1,3,3,48,3.831944444444445
0,33,36,35,106,1,7,2,5,2,3,3,24,9.738194444444442
1,2,33,315,166,3,5,0,5,1,3,3,30,6.361111111111112
1,12,30,28,11,3,3,0,3,0,3,3,60,0.016666666666666666
0,20,36,218,106,3,5,2,5,2,2,1,61,3.0381944444444446
0,20,36,218,106,3,5,0,0,2,3,3,2,4.332638888888889
0,34,30,261,106,3,5,2,5,2,3,3,48,0.3284722222222222
1,13,33,72,106,3,5,1,5,1,2,3,23,320.0104166666667
0,32,1,174,106,3,5,2,0,2,3,3,12,10.817361111111113
1,2,33,174,106,3,9,0,1,0,3,3,1,0.05069444444444445
1,12,36,107,106,3,5,1,7,1,3,3,48,13.055555555555555
0,19,36,107,106,3,5,2,0,2,3,3,48,13.946527777777776
1,12,33,24,166,3,5,0,0,1,3,3,2,4.072916666666667
0,2,33,105,106,3,5,2,5,2,3,3,48,0.06527777777777778
1,19,36,89,106,3,5,0,5,0,3,3,24,0.08333333333333333
1,2,33,218,106,3,5,1,5,1,2,1,62,3.0381944444444446
1,2,33,218,106,3,5,0,0,1,3,3,3,4.145833333333333
1,2,33,168,106,1,5,1,5,1,2,2,65,7.940277777777778
1,2,33,168,106,3,5,0,0,1,3,3,18,5.082638888888889
0,2,33,275,106,1,5,2,7,2,3,3,24,7.911111111111111
0,2,30,296,166,2,5,2,5,2,3,3,26,6.996527777777778
1,2,36,218,106,3,5,0,5,1,3,3,30,2.105555555555556
1,2,33,89,106,3,5,1,0,1,3,3,7,3.926388888888889
1,34,10,314,106,3,5,1,7,1,3,3,24,2.805555555555556
0,32,36,71,166,3,5,0,0,2,0,3,25,21.87083333333333
0,26,36,71,62,3,3,0,3,0,3,3,12,1.0041666666666669
0,32,36,105,106,2,5,0,5,2,3,3,18,10.955555555555556
1,32,36,107,106,1,5,1,7,1,4,4,11,7.838888888888889
1,32,36,107,106,2,5,0,5,1,3,3,9,10.951388888888891
0,34,30,275,106,2,5,0,5,0,3,3,24,9.779166666666667
0,13,36,287,106,3,5,2,5,2,8,8,90,2.958333333333333
0,13,36,287,106,3,5,2,5,2,3,3,60,0.8465277777777778
1,32,33,37,106,3,5,1,5,1,8,8,8,0.1076388888888889
1,32,33,37,106,3,5,1,0,1,3,2,14,15.834722222222224
1,32,33,37,106,1,5,0,0,1,3,3,2,2.2465277777777777
1,6,36,275,106,3,5,0,0,1,0,3,37,25.26736111111111
1,26,36,217,11,3,5,1,0,1,9,3,103,199.98888888888888
1,14,36,25,106,3,5,0,0,1,3,3,12,10.845138888888886
0,26,36,112,81,1,5,2,0,2,3,3,12,2.0625
1,26,33,71,120,3,5,0,5,1,3,3,24,2.2
1,2,36,303,106,3,0,1,5,1,3,3,168,0.9215277777777776
1,13,36,344,106,1,5,0,0,1,3,3,3,1.1638888888888892
0,34,1,291,106,3,5,0,0,2,3,3,2,10.075694444444443
1,34,5,275,106,2,5,0,5,0,3,3,0,9.779166666666667
1,34,36,240,104,2,5,1,5,1,3,3,24,10.047222222222222
0,6,33,275,106,2,5,0,5,0,3,3,0,9.779166666666667
0,6,33,275,106,2,5,0,5,0,3,3,0,9.779166666666667
0,34,10,107,106,3,5,0,0,2,3,3,96,11.098611111111113
0,6,33,275,106,2,5,0,5,0,3,3,0,9.779166666666667
1,6,33,275,106,2,5,0,5,0,3,3,0,9.779166666666667
0,6,33,275,106,2,5,0,5,0,3,3,0,9.779166666666667
1,6,33,275,106,2,5,0,5,0,3,3,0,9.779861111111114
1,12,1,174,106,3,5,1,5,1,0,0,5,0.2305555555555556
1,12,1,174,106,3,5,1,5,1,4,4,6,0.07777777777777778
1,12,1,174,106,3,5,0,5,1,3,3,4,3.3465277777777778
1,20,33,275,106,3,5,0,7,1,0,3,13,39.5875
1,34,12,99,106,3,5,0,0,1,0,3,37,16.130555555555556
1,32,1,44,106,3,5,0,7,1,3,3,10,4.229861111111111
1,34,10,32,92,3,5,1,7,1,0,0,25,4.001388888888889
1,34,10,32,92,3,5,0,0,1,3,3,12,4.208333333333333
0,2,36,218,106,3,5,0,0,2,3,3,17,4.215972222222222
1,19,36,217,78,1,5,0,3,0,0,0,49,1.1006944444444444
1,19,36,217,78,2,5,0,5,0,1,1,46,11.013194444444444
1,19,36,217,78,3,5,0,5,0,3,3,36,4.18125
1,32,36,217,78,1,5,0,3,0,0,0,49,1.1013888888888892
1,32,36,217,78,2,5,0,5,0,1,1,46,11.013194444444444
1,32,36,217,78,3,5,0,5,0,3,3,36,4.179166666666666
0,32,1,22,78,1,5,0,7,0,3,3,6,12.047222222222222
1,2,33,275,106,3,5,0,3,0,3,3,72,0.1930555555555556
0,35,36,218,106,3,5,0,5,2,3,3,24,1.2104166666666667
1,26,33,72,106,3,5,1,5,1,3,3,36,0.2125
0,34,10,99,106,3,5,2,5,2,3,3,24,7.8993055555555545
0,2,33,291,106,3,5,0,7,2,3,3,48,5.049305555555557
1,32,33,36,48,3,5,0,0,1,3,3,48,6.103472222222222
1,12,26,22,44,3,3,0,0,1,4,3,14,70.16597222222222
1,12,33,275,106,3,5,0,7,0,3,3,6,0.10486111111111113
1,2,36,112,97,3,5,0,5,0,3,3,72,1.1736111111111112
1,2,36,239,106,3,5,1,5,1,3,3,36,1.7826388888888889
1,30,33,344,106,3,5,0,0,1,3,3,18,4.095833333333333
1,2,36,218,106,0,0,1,3,1,3,3,143,1.9326388888888888
0,18,33,218,106,3,5,0,5,2,3,3,96,3.057638888888889
1,2,30,106,100,3,5,1,0,1,3,3,24,3.8354166666666663
0,2,33,107,106,3,9,0,7,0,3,3,1,9.81875
0,34,30,217,10,3,5,0,7,0,4,0,6,8.067361111111111
1,12,1,173,97,1,5,1,0,1,0,0,73,7.929861111111111
1,12,1,173,97,3,5,1,5,1,3,3,72,7.138194444444443
1,2,33,217,120,3,5,0,0,1,3,3,2,4.277777777777779
1,2,36,217,120,3,5,0,0,1,3,3,2,4.239583333333333
1,13,33,217,120,3,5,0,0,1,3,3,2,4.267361111111111
1,2,33,217,120,3,5,0,0,1,3,3,2,4.246527777777779
0,2,33,217,166,3,5,0,5,2,3,3,18,8.2375
1,32,33,275,106,3,5,0,7,1,9,3,25,214.0
0,12,1,22,97,3,5,0,7,0,3,3,18,7.188194444444443
0,30,36,23,106,3,5,0,7,0,3,3,0,7.188194444444443
1,2,36,23,106,3,5,0,7,0,3,3,0,7.188194444444443
1,2,36,23,106,3,5,0,7,0,3,3,0,7.188194444444443
1,2,36,23,106,3,5,0,7,0,3,3,0,7.188194444444443
1,2,33,71,144,3,5,1,0,1,3,3,60,10.072222222222225
1,19,36,107,106,1,5,0,7,0,3,3,12,4.011111111111111
1,34,1,275,106,1,5,1,3,1,3,3,24,1.76875
1,13,36,218,106,3,5,1,5,1,3,3,30,0.03333333333333333
0,6,36,332,106,3,9,0,0,2,0,3,37,22.02638888888889
1,3,36,275,106,1,3,0,0,1,0,3,4,31.046527777777783
0,26,36,182,106,3,5,0,5,2,3,3,12,1.9965277777777777
0,2,33,323,145,3,5,2,0,2,0,3,131,29.74513888888889
0,27,36,24,97,3,8,0,7,2,0,3,25,13.267361111111109
1,32,33,275,106,3,5,0,7,1,0,3,25,41.33611111111111
0,33,36,209,106,3,5,2,5,2,3,3,36,0.2916666666666667
1,33,36,124,17,3,5,0,0,1,3,3,12,4.170833333333333
1,34,10,121,106,3,5,0,0,1,7,3,29,140.20138888888889
0,34,20,308,106,3,5,0,0,2,3,3,60,4.153472222222222
1,35,33,107,106,3,5,0,0,1,3,3,2,4.097222222222221
1,13,36,72,106,1,5,0,7,1,0,3,19,14.99375
1,2,10,29,106,3,9,1,7,1,3,3,120,10.886805555555556
1,12,36,237,106,3,5,1,0,1,8,8,49,1098.2777777777776
1,12,36,237,106,3,5,1,0,1,11,11,40,4.9125
1,12,36,237,106,3,5,1,5,1,3,3,7,0.07361111111111111
1,2,10,105,106,1,5,0,7,0,8,8,9,1.5368055555555555
1,12,30,107,106,3,5,0,0,1,3,3,12,3.967361111111111
1,18,36,117,106,3,5,1,5,1,3,3,71,10.053472222222222
1,2,33,291,106,3,5,0,1,0,3,3,6,0.4805555555555556
1,32,33,275,106,3,5,0,5,1,11,3,45,640.1826388888887
1,2,33,64,166,3,5,0,5,1,3,3,36,1.290277777777778
1,26,33,107,106,3,5,0,0,1,0,3,25,16.222916666666666
0,2,36,313,104,3,5,0,5,2,3,3,6,1.1986111111111108
1,2,33,25,106,3,5,1,0,1,0,3,13,41.13263888888889
1,33,36,289,106,3,5,1,0,1,3,3,12,8.127083333333333
0,33,36,107,106,3,3,0,3,0,3,3,24,3.8375
1,18,33,278,106,3,5,0,0,1,3,3,12,5.857638888888888
1,2,30,297,106,1,5,1,0,1,5,5,84,16.090972222222227
1,2,30,297,106,3,5,1,0,1,3,3,81,4.871527777777779
1,34,10,99,106,3,5,0,3,1,4,3,14,42.84861111111111
0,32,33,364,106,2,5,2,5,2,3,3,48,6.049305555555557
1,30,36,174,106,3,5,1,0,1,10,9,50,1126.9986111111114
1,30,36,174,106,3,5,0,0,1,3,3,6,5.093055555555557
1,2,36,217,51,3,5,0,7,0,0,3,49,15.073611111111115
1,32,33,98,97,3,5,0,0,1,3,3,10,9.915277777777778
1,13,36,275,106,3,3,0,3,0,3,3,3,0.09513888888888887
0,12,36,107,106,3,3,0,0,2,3,3,5,5.4618055555555545
1,2,33,64,125,3,5,0,7,1,3,3,4,6.206944444444446
1,2,33,275,106,1,5,0,3,0,3,3,30,0.10694444444444444
0,2,33,218,106,3,5,2,5,2,3,3,17,0.04513888888888889
1,6,33,275,106,3,5,0,5,1,3,3,18,2.2701388888888894
1,26,33,217,11,3,5,1,0,1,3,3,12,5.022222222222221
0,2,36,239,106,3,5,0,0,2,3,3,5,5.313888888888889
1,32,36,312,106,3,5,0,7,0,3,3,8,4.508333333333334
1,32,36,372,39,3,5,0,0,1,3,3,12,5.206944444444446
1,2,10,372,39,3,5,0,0,1,3,3,12,5.251388888888889
1,34,1,107,106,1,5,1,0,1,7,6,14,33.98472222222223
1,34,1,107,106,1,5,1,0,1,3,3,9,0.22777777777777775
1,33,36,208,126,3,5,0,7,0,3,3,24,5.1006944444444455
0,2,33,218,106,3,5,2,5,2,3,3,5,0.20416666666666666
1,2,30,257,106,3,5,1,5,1,3,3,48,0.15555555555555556
1,32,36,267,106,3,5,0,5,1,3,3,24,4.124305555555557
1,13,33,276,166,3,5,0,0,1,3,3,2,5.015972222222223
1,18,33,275,106,2,5,0,3,0,8,8,30,5.6506944444444445
1,18,33,275,106,2,5,0,5,0,3,3,24,2.9715277777777778
1,2,33,217,33,0,9,0,3,0,3,3,108,0.035416666666666666
1,34,30,36,97,1,5,1,0,1,2,2,47,11.054166666666667
1,34,30,36,97,3,5,0,0,1,3,3,12,5.822916666666668
0,33,36,37,106,3,5,2,5,2,3,3,90,0.7388888888888889
1,34,11,275,106,3,5,0,7,1,0,3,13,36.91458333333333
1,2,10,124,166,3,5,0,5,1,3,3,18,4.8
0,2,10,124,166,3,5,0,5,0,3,3,18,1.7965277777777775
1,13,33,274,97,3,5,0,0,1,0,3,7,8.104166666666666
1,2,36,334,106,3,3,0,3,0,3,3,36,0.013888888888888888
1,2,30,173,166,2,5,0,5,1,0,3,34,11.176388888888885
0,13,33,125,106,3,5,0,0,2,3,3,8,5.272916666666666
1,19,36,107,106,1,9,0,7,0,3,3,4,0.08819444444444445
0,8,1,104,57,2,5,0,5,2,0,3,19,3.9479166666666665
0,34,10,107,106,3,5,0,0,2,3,3,12,5.047222222222223
1,2,33,106,56,3,5,0,0,1,3,3,36,6.195138888888889
0,34,1,275,106,3,5,0,3,0,0,3,25,11.018055555555556
0,34,36,228,104,3,5,0,0,2,3,3,24,6.098611111111111
1,2,10,231,106,3,5,0,0,1,3,3,6,5.0777777777777775
0,19,36,286,17,3,5,2,5,2,3,3,12,0.8479166666666667
0,13,36,276,166,1,5,0,0,2,0,3,8,26.770138888888887
0,32,36,107,106,1,5,2,7,2,7,7,41,2.1465277777777776
0,32,36,107,106,3,5,0,0,2,3,3,12,5.03125
0,33,36,145,106,1,5,2,0,2,0,0,73,5.3
0,36,36,275,106,1,5,2,0,2,0,0,61,20.09583333333333
1,12,33,106,166,3,5,0,0,1,3,3,12,4.817361111111111
0,12,33,107,106,1,5,2,7,2,11,11,72,2.85625
1,12,33,107,106,1,5,1,7,1,11,11,45,2.85625
1,12,33,107,106,3,5,1,5,1,1,1,34,0.05833333333333333
0,2,33,185,166,3,5,2,7,2,0,3,85,9.814583333333333
0,12,36,72,106,3,5,2,0,2,10,8,107,61.05208333333334
0,12,36,72,106,3,5,2,0,2,1,11,97,27.242361111111112
0,12,36,72,106,3,7,2,5,2,3,3,63,2.3506944444444446
0,34,10,275,106,3,7,2,7,2,0,3,37,18.156944444444445
0,12,1,174,106,3,5,2,5,2,3,3,24,0.18194444444444444
0,13,33,71,120,3,5,0,0,2,8,3,16,164.32361111111112
1,12,33,218,106,3,5,0,0,1,0,3,13,10.374305555555557
1,2,33,275,106,1,5,1,5,1,6,6,64,9.754861111111113
0,2,10,125,106,3,5,0,7,2,3,3,12,6.197916666666668
1,2,33,19,106,1,5,1,5,1,0,3,13,14.5125
1,13,33,19,106,1,5,1,7,1,0,3,13,10.086111111111109
1,2,36,89,106,3,5,0,0,1,3,3,24,4.193055555555556
1,2,36,373,106,3,5,0,7,1,6,3,5,97.93402777777777
1,34,30,217,122,1,5,1,5,1,0,3,13,14.080555555555556
1,18,30,107,106,3,5,1,0,1,7,3,101,148.19722222222222
1,13,36,113,106,3,3,0,3,0,3,3,24,0.02013888888888889
1,33,36,274,3,3,5,1,5,1,10,10,12,0.12083333333333332
1,33,36,274,3,3,3,1,5,1,1,1,14,0.02986111111111112
1,33,36,274,3,3,5,1,7,1,3,3,4,3.8645833333333335
0,12,36,373,106,3,5,0,5,0,7,7,8,1.2048611111111112
1,12,33,218,106,3,5,1,5,1,3,3,84,1.7770833333333331
0,13,33,275,106,3,5,0,7,0,3,3,0,1.9861111111111112
1,18,33,275,106,3,5,0,7,0,3,3,0,1.9861111111111112
0,18,33,275,106,3,5,0,7,0,3,3,0,1.9861111111111112
0,18,33,275,106,3,5,0,7,0,3,3,0,1.9868055555555555
0,18,33,275,106,3,5,0,7,0,3,3,0,1.9868055555555555
0,34,16,275,106,3,5,0,7,0,3,3,0,1.9868055555555555
0,18,33,275,106,3,5,0,7,0,3,3,0,1.9868055555555555
0,34,10,218,106,3,5,2,0,2,5,4,12,19.972916666666666
0,34,10,218,106,3,5,2,5,2,3,3,9,1.2826388888888889
1,12,1,174,106,3,5,1,0,1,2,2,71,14.990972222222224
1,12,1,174,106,3,5,0,0,1,3,3,36,5.145138888888889
1,35,36,217,166,3,5,1,5,1,3,3,84,0.7284722222222222
1,35,36,217,166,3,5,1,5,1,3,3,24,0.7284722222222222
1,16,36,218,106,3,5,0,0,1,0,3,2,12.846527777777776
0,16,36,218,106,3,5,0,0,2,0,3,2,12.823611111111115
0,12,33,218,106,3,5,0,0,2,0,3,2,12.834027777777774
0,6,33,275,106,3,5,0,0,2,0,3,19,8.806944444444444
1,2,33,218,106,2,5,1,5,1,0,3,160,3.795833333333333
1,2,33,99,106,3,5,0,5,1,0,0,13,5.943055555555556
1,2,33,99,106,3,5,1,5,1,4,4,26,6.352777777777778
1,2,33,99,106,3,5,1,5,1,2,2,23,1.4034722222222222
1,34,36,224,86,3,5,1,7,1,3,3,48,4.002777777777778
1,12,33,88,48,3,3,0,3,0,3,3,6,4.202083333333333
0,2,33,125,106,3,5,2,6,2,6,5,52,3.870833333333333
1,2,33,65,106,3,5,0,0,1,3,3,5,4.204166666666667
0,18,1,173,97,3,5,0,0,2,0,3,9,9.213194444444444
1,12,1,72,106,1,5,0,7,0,3,3,3,0.15486111111111112
1,34,10,67,106,3,5,0,0,1,5,3,39,87.92291666666668
1,18,30,136,106,3,5,0,0,1,3,3,2,4.113194444444445
1,32,1,55,106,1,5,1,7,1,11,11,11,2.830555555555556
1,32,1,55,106,3,5,0,0,1,3,3,2,4.114583333333333
1,2,33,240,29,3,5,0,0,1,0,3,10,6.063888888888888
1,6,1,275,106,1,5,0,3,1,0,3,49,18.996527777777782
1,34,36,239,106,3,5,0,0,1,3,3,12,3.9972222222222222
0,8,36,25,106,1,5,2,0,2,0,3,25,5.863888888888888
0,34,10,217,11,1,5,2,0,2,3,3,24,2.0111111111111106
