le_gender,le_color1,le_color2,le_breed1,le_breed2,le_intake_type,le_intake_condition,le_intake_sex,le_outcome_type,le_outcome_sex,le_outcome_d_m,le_intake_d_m,Outcome_Age_Month,Duration_Day
1,2,33,218,106,3,5,1,0,1,11,11,21,7.05625
1,2,33,218,106,1,5,1,7,1,1,11,22,35.165972222222216
1,2,33,218,106,3,5,0,0,1,3,3,12,10.866666666666667
1,12,32,37,106,3,5,0,0,1,3,3,17,5.190972222222221
0,34,30,188,106,3,5,0,7,0,3,3,3,6.590972222222222
1,19,36,287,106,3,3,0,5,0,3,3,180,0.14791666666666667
0,32,33,107,106,1,5,0,7,0,3,3,54,5.165277777777779
0,6,29,196,106,1,5,0,7,0,3,3,54,5.165277777777779
0,34,30,107,106,3,5,0,7,2,3,3,12,5.2875
1,33,36,218,106,1,5,0,0,1,3,3,2,2.279861111111111
1,2,10,296,166,3,5,0,3,0,0,3,25,54.19722222222222
0,2,10,174,106,3,5,2,5,2,3,3,18,0.25555555555555554
1,2,33,218,106,3,5,0,0,1,3,3,12,11.200694444444444
1,34,10,209,106,3,5,1,5,1,3,3,72,0.25555555555555554
0,33,36,37,106,1,5,0,3,0,3,3,4,0.04583333333333333
1,19,33,366,106,3,5,0,5,0,6,6,22,0.11319444444444444
1,19,33,366,106,3,5,0,5,0,6,6,22,0.9840277777777776
1,19,33,366,106,3,5,0,5,0,3,3,18,1.0506944444444444
0,14,36,99,106,3,5,0,0,2,3,3,12,21.19305555555556
1,2,33,36,97,3,5,0,0,1,3,3,12,6.184722222222222
0,34,36,229,106,3,5,0,5,0,3,3,12,2.05
1,22,17,224,104,3,5,0,5,0,4,4,14,2.08125
1,22,17,224,104,3,5,0,5,0,3,3,12,2.05
0,32,36,22,78,3,5,0,0,2,3,3,8,6.096527777777778
0,2,30,107,106,1,5,0,0,2,3,3,2,2.0680555555555555
0,32,33,107,106,1,5,0,0,2,3,3,2,2.063194444444445
0,2,33,107,106,1,5,0,0,2,3,3,2,2.0486111111111107
0,34,36,275,106,2,3,0,0,2,6,3,28,118.83194444444445
0,2,30,237,106,3,5,0,0,2,3,3,12,4.095138888888889
1,2,10,237,106,3,5,0,0,1,3,3,12,4.095833333333333
1,26,36,275,106,3,5,0,7,1,1,7,22,129.1513888888889
1,26,36,275,106,3,5,0,5,0,3,3,12,0.8631944444444445
0,34,30,209,106,3,5,0,7,2,3,3,12,3.9923611111111112
0,34,30,209,106,3,5,0,7,2,3,3,12,3.9930555555555554
1,21,36,182,106,3,5,1,5,1,3,3,60,0.8965277777777778
1,2,33,275,106,3,5,1,5,1,3,3,37,0.7909722222222222
0,12,36,174,106,2,5,0,5,0,3,3,24,8.917361111111111
1,33,36,209,106,3,5,0,0,1,3,3,6,4.325694444444443
1,32,36,72,106,3,5,0,5,0,3,3,144,1.1409722222222225
0,32,33,372,105,3,5,0,5,0,3,3,24,0.13194444444444445
1,32,33,107,106,3,5,0,0,1,3,3,132,6.2965277777777775
0,32,36,277,106,3,5,0,5,0,3,3,60,0.27847222222222223
1,2,10,174,106,1,5,1,6,1,10,10,15,26.906944444444445
1,18,36,218,106,3,5,0,0,1,3,3,12,7.4
0,33,36,174,106,3,5,0,0,2,3,3,6,6.251388888888888
0,32,33,104,56,3,5,0,0,2,3,3,24,4.215972222222222
1,13,33,275,106,1,5,1,5,1,3,3,54,3.0375
0,26,33,21,106,3,5,0,0,2,3,3,18,12.065277777777776
1,34,26,107,106,3,5,0,5,0,3,3,30,0.059027777777777776
1,30,1,174,106,3,5,0,7,1,0,3,13,35.06527777777778
1,21,1,373,106,3,5,0,5,0,10,10,32,0.7673611111111112
0,32,33,174,106,3,3,0,0,2,3,3,24,5.146527777777779
0,13,36,277,106,3,5,0,0,2,3,3,4,8.898611111111109
0,13,33,275,106,3,5,0,5,0,3,3,24,9.752083333333333
1,12,36,286,17,3,5,0,5,0,3,3,24,1.9131944444444444
1,26,33,29,106,3,5,1,5,1,3,3,120,1.9138888888888892
1,32,33,25,106,3,5,1,0,1,4,3,73,55.92916666666667
1,19,36,238,105,3,5,0,7,1,3,3,12,8.04375
0,2,30,125,106,1,5,0,0,2,3,3,72,5.099305555555556
0,34,8,125,106,1,5,0,0,2,3,3,24,5.099305555555556
1,2,33,224,166,3,5,0,7,1,3,3,12,3.8590277777777784
0,2,30,335,78,3,5,2,5,2,4,0,83,1.9111111111111112
0,2,30,335,78,3,5,2,5,2,4,4,71,2.095138888888889
0,2,30,335,78,3,5,2,5,2,3,3,69,0.8993055555555556
1,32,1,286,166,3,5,0,7,0,3,3,108,3.754166666666667
1,12,1,275,106,3,5,0,0,1,0,3,25,50.93611111111111
0,2,36,218,106,3,5,0,0,2,3,3,30,19.929861111111116
1,2,36,168,106,3,5,0,0,0,3,3,12,15.995138888888887
0,32,33,148,17,3,5,0,5,0,3,3,36,0.2902777777777778
1,33,36,219,106,3,5,1,0,1,3,3,72,4.021527777777779
0,12,30,107,106,1,5,0,0,2,4,3,7,63.26666666666666
1,12,33,106,56,1,5,1,7,1,3,3,24,1.5395833333333333
1,2,33,106,56,1,5,1,7,1,3,3,36,1.5395833333333333
1,2,33,107,106,1,5,1,0,1,0,3,73,29.16111111111111
1,34,30,209,106,3,5,0,0,1,3,3,12,5.072916666666667
0,34,30,107,106,1,5,0,0,2,3,3,7,2.1930555555555555
1,2,36,218,106,3,5,1,0,1,3,3,36,22.00902777777777
1,1,33,275,106,3,5,0,0,1,0,3,20,50.19166666666667
0,18,36,218,106,3,5,2,5,2,3,3,72,0.2076388888888889
0,2,36,218,106,3,5,2,5,2,3,3,72,0.20694444444444446
1,2,33,218,106,3,5,0,0,1,5,3,27,82.77708333333334
0,2,33,218,106,3,5,0,7,0,3,3,24,0.9715277777777778
1,2,33,218,106,3,5,0,7,0,3,3,1,0.9715277777777778
0,2,36,218,106,3,5,0,7,0,3,3,1,0.9715277777777778
0,2,10,218,106,3,5,0,7,0,3,3,1,0.9715277777777778
0,20,36,218,106,3,5,0,7,0,3,3,1,0.9715277777777778
1,12,1,218,106,3,5,0,7,0,3,3,1,0.9715277777777778
1,34,1,217,13,3,5,0,0,1,4,3,7,73.81666666666666
0,13,33,99,106,3,5,0,5,0,10,10,32,0.9659722222222222
0,13,33,99,106,3,5,0,5,0,1,1,46,2.029166666666667
0,13,33,99,106,3,5,0,5,0,3,3,24,3.1618055555555555
0,34,36,188,106,3,5,0,0,2,3,3,12,5.04375
1,32,33,55,106,3,5,0,0,1,3,3,12,9.013888888888891
0,2,10,107,106,3,5,0,0,2,3,3,24,2.2444444444444445
1,32,36,107,106,3,5,0,7,1,3,3,24,5.884027777777778
1,6,32,107,106,3,5,0,0,1,3,3,24,3.95625
0,34,30,218,106,3,5,0,0,2,3,3,3,3.945833333333333
0,2,30,174,106,1,5,0,0,2,3,3,4,2.5409722222222224
0,2,30,125,106,1,5,0,5,0,3,3,48,9.263888888888891
1,32,1,373,106,3,5,0,5,0,3,3,12,1.3013888888888892
1,2,10,173,129,3,5,0,0,1,3,3,12,18.20138888888889
0,16,33,218,106,3,5,0,7,0,3,3,2,1.86875
1,34,30,188,106,3,5,0,0,1,3,3,60,5.252777777777778
0,34,36,229,106,3,5,2,0,2,3,3,17,3.91875
0,34,36,229,106,1,5,2,0,2,3,3,17,0.7583333333333333
0,34,36,229,106,1,5,2,0,2,3,3,17,0.06388888888888887
0,34,36,229,106,3,5,2,0,2,3,3,17,4.184722222222222
1,2,30,174,106,1,5,0,6,1,8,7,37,34.05138888888889
1,2,30,174,106,3,5,1,0,1,3,3,6,5.110416666666667
0,2,36,130,106,3,5,0,0,2,3,3,2,6.0465277777777775
0,13,36,130,106,3,5,0,0,2,3,3,2,4.943055555555556
1,19,33,267,106,3,5,0,7,0,3,3,12,3.856944444444444
0,12,36,29,106,3,3,2,5,2,3,3,90,0.8333333333333334
1,2,30,107,106,3,5,0,5,0,3,3,48,1.1020833333333333
1,26,33,107,106,3,5,0,0,1,3,3,24,9.805555555555557
0,26,36,218,106,3,5,0,0,0,3,3,60,20.008333333333333
1,2,33,25,106,3,5,0,5,1,3,3,36,15.848611111111113
1,32,36,332,106,3,5,0,5,0,0,0,61,1.2736111111111108
1,32,36,332,106,3,5,0,5,0,8,8,54,2.0159722222222216
1,32,36,332,106,3,5,0,5,0,3,3,48,0.9854166666666668
1,12,36,89,106,3,5,0,0,1,3,3,36,4.064583333333333
0,2,30,297,106,3,5,0,0,2,0,3,25,49.03125
1,33,30,237,106,1,5,1,0,1,7,7,72,3.9777777777777783
1,2,33,107,106,3,6,0,7,0,3,3,0,0.5159722222222223
0,2,33,107,106,3,6,0,7,0,3,3,0,0.5159722222222223
1,2,33,107,106,3,6,0,7,0,3,3,0,0.5159722222222223
1,2,33,107,106,3,6,0,7,0,3,3,0,0.5159722222222223
0,30,36,107,106,3,6,0,7,0,3,3,0,0.5159722222222223
1,30,36,107,106,3,6,0,7,0,3,3,0,0.5159722222222223
0,2,33,291,106,3,5,2,7,2,3,3,168,9.284027777777778
0,13,33,275,106,3,5,0,7,2,0,3,25,30.122916666666665
1,12,36,218,106,3,5,0,7,1,0,3,13,43.08125
0,2,10,173,166,3,5,2,5,2,3,3,72,0.04652777777777778
0,12,33,72,106,3,3,2,0,2,3,3,120,4.230555555555555
1,2,33,314,106,3,5,1,7,1,3,3,5,3.9159722222222224
1,12,36,37,106,3,5,0,6,1,7,3,14,170.21527777777774
1,12,1,23,106,3,5,1,5,1,3,3,44,2.0104166666666665
1,2,30,107,106,1,5,0,0,0,0,3,145,29.685416666666665
1,2,33,314,106,1,5,0,7,0,3,3,72,2.774305555555556
1,2,33,267,106,1,5,0,7,0,3,3,72,0.8201388888888889
1,8,33,25,106,3,5,0,0,1,0,3,6,41.959722222222226
1,8,33,25,106,3,5,0,0,1,7,3,10,169.73055555555555
1,32,33,107,106,3,3,0,3,0,3,3,12,0.3756944444444445
1,2,33,217,78,1,5,0,0,1,3,3,11,5.263888888888889
0,2,10,217,78,1,5,0,7,2,3,3,11,17.134722222222226
1,32,29,373,106,3,5,1,5,1,3,3,24,2.1944444444444446
1,32,17,104,165,3,5,0,0,1,3,3,10,4.292361111111111
1,34,5,275,106,3,5,0,5,0,0,0,49,0.23194444444444445
1,12,36,106,118,3,5,0,0,1,3,3,12,8.022222222222222
1,2,30,344,106,3,5,0,0,1,3,3,12,4.271527777777779
0,22,33,205,106,1,3,0,7,0,3,3,72,2.0729166666666665
1,2,36,174,106,3,5,1,0,1,9,9,19,4.116666666666666
1,34,36,174,106,3,5,0,7,0,3,3,18,19.075694444444444
0,20,10,360,106,3,5,2,5,2,3,3,144,0.04305555555555556
0,34,36,52,106,3,5,0,0,2,3,3,12,4.949305555555554
0,2,1,275,106,1,5,0,0,2,3,3,7,8.18125
1,34,30,67,106,3,5,0,0,1,3,3,6,6.365972222222222
0,2,33,314,106,3,5,2,5,2,8,8,126,0.05069444444444445
1,6,36,275,106,3,5,0,5,0,2,2,47,3.9930555555555554
0,32,33,275,106,3,5,2,5,2,3,3,120,0.7229166666666667
1,30,33,37,106,1,5,1,0,1,4,0,146,17.952083333333334
1,30,33,37,106,1,0,1,0,1,3,3,144,11.252777777777776
1,19,33,182,106,3,5,0,5,0,3,3,144,5.041666666666667
1,12,1,286,17,3,5,0,0,1,0,3,13,7.228472222222222
1,12,33,25,106,3,5,1,5,1,3,3,12,0.2361111111111111
0,12,33,29,106,3,5,2,5,2,6,6,16,0.04166666666666666
0,12,33,29,106,3,5,2,5,2,3,3,12,0.2361111111111111
1,2,33,65,106,3,5,0,0,1,3,3,2,4.2444444444444445
0,2,33,89,106,3,5,0,0,2,3,3,12,4.223611111111111
1,10,33,25,106,3,5,0,7,1,3,3,10,9.102083333333333
1,33,33,25,106,3,5,0,7,1,3,3,10,9.102083333333333
1,8,36,99,106,3,3,0,7,1,0,3,13,37.055555555555564
0,22,33,314,106,2,5,0,5,0,3,3,19,7.986111111111112
0,12,32,107,106,3,5,0,0,2,5,3,15,78.84027777777777
1,2,33,9,106,3,5,0,0,1,3,3,24,4.893055555555557
1,34,33,188,106,3,5,1,5,1,3,3,24,0.9763888888888888
0,19,33,267,106,2,5,2,5,2,3,3,120,10.759722222222226
0,34,17,228,165,2,5,0,7,0,3,3,24,16.432638888888892
0,26,36,125,106,3,3,0,0,2,4,3,14,59.11180555555556
1,19,36,275,106,3,5,0,0,1,3,3,36,6.3680555555555545
0,2,36,297,106,3,5,0,0,2,3,3,12,7.106944444444443
0,2,36,107,106,3,3,0,0,2,4,3,14,68.05486111111111
0,32,36,105,106,3,9,0,7,2,3,3,48,8.316666666666666
1,34,30,301,106,3,3,0,7,1,3,3,48,6.106944444444443
0,2,33,218,106,3,3,0,0,2,3,3,60,13.045833333333333
0,12,1,107,106,3,5,0,5,0,7,7,17,0.9048611111111112
0,12,1,107,106,3,5,0,5,0,3,3,12,1.3319444444444444
1,26,36,282,106,3,5,0,0,1,3,3,24,4.4840277777777775
0,34,36,106,166,3,3,0,3,0,3,3,24,0.02986111111111112
1,13,33,275,106,1,5,0,6,1,8,0,66,161.87152777777774
1,13,33,275,106,1,5,0,5,0,11,11,57,10.875
1,13,33,275,106,3,5,0,5,0,3,3,48,371.9319444444445
0,19,36,218,106,1,5,2,0,2,7,5,50,46.91805555555555
0,32,33,209,106,3,5,0,0,2,3,3,12,4.909722222222221
1,6,33,275,106,3,5,0,0,1,9,3,19,227.8388888888889
1,12,1,287,106,3,5,0,0,1,3,3,12,4.302777777777779
0,32,36,107,106,3,5,2,0,2,3,3,78,15.127777777777776
0,2,30,107,106,3,5,0,7,0,3,3,12,7.966666666666668
1,34,10,208,166,3,0,1,5,1,3,3,120,2.0840277777777776
1,13,36,275,106,3,5,0,0,1,0,3,25,45.06041666666667
0,2,33,217,166,1,5,2,0,2,5,5,75,377.05625
0,2,33,217,166,3,5,2,0,2,10,3,68,247.12847222222226
0,2,10,173,166,3,5,2,5,2,3,3,72,0.85
0,2,33,275,106,3,5,0,0,2,0,3,37,44.92708333333334
0,2,33,275,106,3,5,0,5,0,3,3,12,2.120833333333333
1,34,1,100,166,3,5,0,5,0,3,3,168,0.04722222222222222
1,2,36,218,106,3,5,0,5,0,3,3,48,0.036805555555555564
1,32,33,107,106,1,5,0,0,1,3,3,3,3.026388888888889
1,32,33,107,106,1,5,0,0,1,3,3,3,3.055555555555556
1,32,33,107,106,1,5,0,0,1,3,3,3,3.0125
1,26,36,113,106,2,5,0,5,1,0,3,37,41.82569444444445
1,12,33,274,33,3,5,0,7,1,3,3,4,6.386111111111112
0,33,36,27,106,1,5,2,0,2,3,3,30,6.1395833333333325
0,35,36,312,106,3,5,0,0,2,3,3,8,6.259722222222222
0,26,36,127,106,3,5,0,3,0,3,3,22,0.2923611111111111
0,32,36,107,106,2,5,0,5,2,3,3,5,10.160416666666666
1,6,33,21,106,3,5,0,0,1,0,3,13,43.115972222222226
0,2,36,218,106,3,5,0,0,2,3,3,5,4.258333333333334
0,2,33,25,106,3,6,0,0,2,0,3,25,17.035416666666666
1,2,33,25,106,3,5,0,0,1,7,3,18,506.0625
0,2,33,25,106,3,5,0,0,2,0,3,2,21.148611111111116
0,2,33,25,106,3,5,0,0,2,0,3,2,22.2375
0,34,1,24,166,3,5,0,0,2,0,3,2,22.144444444444453
0,34,10,24,166,3,5,0,0,0,3,3,1,7.3381944444444445
0,13,36,24,166,3,5,0,7,0,0,3,2,20.008333333333333
0,32,36,106,97,3,5,0,7,2,3,3,48,6.120833333333334
1,32,36,55,106,3,5,0,0,1,3,3,12,9.870138888888887
1,32,33,107,106,1,5,0,0,1,3,3,24,2.063194444444445
1,32,36,107,106,1,5,0,0,1,3,3,24,3.1034722222222224
1,30,36,174,106,3,5,0,0,1,3,3,12,6.116666666666666
0,34,30,107,106,1,6,0,7,0,3,3,12,1.0229166666666667
0,2,36,25,106,3,5,0,7,0,0,3,2,20.008333333333333
1,2,30,107,106,3,3,0,7,0,3,3,24,3.3090277777777777
1,2,36,218,106,3,5,0,7,0,0,3,169,42.94791666666666
1,2,30,184,106,3,5,0,0,1,3,3,2,5.075694444444443
1,18,33,218,106,1,5,0,7,1,7,5,62,62.256944444444436
1,18,33,218,106,3,5,0,5,0,3,3,57,2.8069444444444445
0,18,36,218,106,3,5,0,5,0,3,3,96,2.80625
0,12,33,218,106,3,5,0,0,2,3,3,24,6.8194444444444455
1,2,10,373,106,3,5,0,0,1,3,3,12,4.313888888888889
1,34,30,104,123,3,5,0,7,1,3,3,12,4.222222222222221
1,20,36,275,106,3,5,0,0,1,7,3,29,161.26597222222222
1,34,10,71,166,3,5,0,7,0,3,3,144,9.018055555555557
1,2,10,174,106,2,3,1,5,1,0,3,97,25.28611111111111
1,12,1,282,106,3,5,0,5,0,3,3,12,0.2486111111111111
1,33,36,218,106,3,5,0,0,1,3,3,12,9.013194444444443
0,32,10,218,106,1,5,0,7,0,3,3,18,12.005555555555556
1,32,30,218,106,3,5,0,0,1,3,3,12,10.168055555555558
1,34,36,275,106,3,5,0,0,1,0,3,13,35.218055555555566
0,19,30,107,106,3,5,0,7,0,3,3,6,3.9402777777777778
1,35,36,182,106,1,5,1,0,1,8,8,8,9.008333333333333
1,35,36,182,106,3,5,0,0,1,3,3,2,4.186805555555557
1,34,10,107,106,3,5,0,0,1,3,3,12,5.088888888888889
1,34,10,196,106,3,5,0,0,1,3,3,12,4.167361111111111
0,6,33,274,166,1,5,2,5,2,0,0,75,11.097916666666665
0,6,33,274,166,2,5,2,5,2,10,9,94,9.077083333333333
0,6,33,274,166,2,5,2,5,2,2,2,85,11.040972222222226
0,6,33,274,166,2,5,0,5,2,3,3,74,9.010416666666666
0,20,1,286,166,1,5,0,7,0,3,3,84,1.1041666666666667
0,32,36,247,106,3,5,0,0,2,3,3,12,4.11875
0,32,33,218,106,1,5,2,0,2,5,5,12,5.057638888888889
0,32,33,218,106,3,5,0,0,0,3,3,9,6.070833333333334
1,13,36,19,106,1,5,1,0,1,4,4,38,2.29375
1,32,33,250,106,3,5,0,0,1,3,3,12,4.101388888888889
0,33,36,107,106,3,5,0,0,2,3,3,12,4.051388888888889
0,34,10,37,106,3,5,0,7,0,3,3,12,8.913194444444445
1,32,10,194,106,3,5,1,0,1,0,3,37,15.857638888888891
0,34,1,373,106,3,5,0,0,2,3,3,12,4.729166666666667
0,31,1,372,166,2,5,0,5,0,3,3,120,1.3409722222222222
0,13,33,217,120,1,5,0,7,0,3,3,0,0.1388888888888889
1,13,36,217,120,1,5,0,7,0,3,3,0,0.14097222222222222
1,32,1,217,120,1,5,0,7,0,3,3,0,0.14166666666666666
1,32,33,217,120,1,5,0,7,0,3,3,0,0.14166666666666666
0,13,36,217,120,1,5,0,7,0,3,3,0,0.14166666666666666
1,34,36,173,166,3,5,0,5,0,3,3,7,0.06319444444444444
1,34,36,291,106,1,5,1,0,1,3,3,24,1.1888888888888889
0,22,33,241,106,3,5,0,7,0,3,3,120,3.518055555555556
0,2,33,275,106,2,5,0,5,0,3,3,24,1.925
0,13,33,275,106,1,5,2,0,2,4,3,122,61.84166666666667
1,32,1,247,106,3,5,0,7,1,3,3,24,4.079166666666667
1,34,1,124,48,3,5,0,0,1,3,3,12,4.190972222222221
0,32,36,107,106,3,5,2,0,2,3,3,12,5.884027777777778
1,32,36,275,106,3,5,0,0,1,4,3,38,46.026388888888896
1,26,36,181,166,3,5,0,5,0,3,3,108,0.9152777777777776
0,32,36,275,106,3,5,0,0,2,3,3,24,4.111805555555557
1,2,33,275,106,3,5,0,5,0,3,3,18,0.5347222222222222
0,32,33,106,91,1,5,2,7,2,3,3,72,3.311111111111111
0,19,36,182,106,3,5,2,5,2,3,3,36,0.052777777777777785
1,13,33,233,106,3,5,0,5,0,0,0,5,2.1826388888888895
1,13,33,233,106,3,5,0,5,0,3,3,4,1.2215277777777778
0,33,36,107,106,3,0,0,3,0,3,3,180,0.12569444444444444
0,34,36,218,106,3,5,0,0,2,3,3,8,7.2020833333333325
0,33,36,124,126,3,3,2,0,2,3,3,12,5.031944444444443
0,12,36,174,106,1,5,0,0,2,3,3,2,2.1986111111111106
1,26,36,174,106,1,5,0,0,1,3,3,2,1.2333333333333334
1,32,36,174,106,1,5,0,0,1,3,3,2,2.1958333333333333
0,32,36,174,106,1,5,0,0,2,3,3,2,2.3777777777777778
0,12,36,174,106,1,5,0,0,2,3,3,2,2.1986111111111106
1,30,36,174,106,1,5,0,0,1,3,3,2,1.1986111111111108
1,30,36,174,106,1,5,0,0,1,3,3,2,1.2423611111111108
1,2,33,238,53,3,5,0,0,1,3,3,12,4.186111111111111
1,2,33,275,106,3,5,0,7,1,0,3,13,22.08125
1,12,36,125,106,3,3,0,2,0,0,3,25,13.047222222222222
0,34,1,313,166,3,5,2,7,2,3,3,84,10.877083333333333
0,2,30,105,106,3,5,0,0,2,0,3,4,21.104166666666668
0,32,36,174,106,3,5,0,0,2,0,3,13,42.892361111111114
1,34,36,218,106,3,5,0,0,1,0,3,13,36.131944444444436
0,34,36,275,106,2,3,2,5,2,3,3,60,10.840277777777779
0,2,36,218,106,3,5,0,7,0,3,3,6,3.3208333333333333
0,32,36,106,103,3,8,0,0,2,3,3,12,4.852777777777779
1,34,30,274,166,3,5,0,0,1,0,3,25,31.09375
1,2,30,296,166,2,5,0,5,0,9,8,61,10.80625
1,2,30,296,166,3,5,0,5,0,3,3,30,0.8923611111111112
0,12,36,275,106,3,5,0,7,0,3,3,6,3.813888888888889
1,6,33,275,106,3,5,0,0,1,3,3,24,5.0694444444444455
1,13,33,275,106,3,5,0,0,0,3,3,12,6.990972222222222
1,18,30,218,106,3,5,1,5,1,5,5,37,0.7708333333333334
1,18,30,218,106,3,5,0,0,1,3,3,10,7.004861111111111
0,12,36,107,106,3,5,0,7,0,3,3,17,2.96875
1,32,36,107,106,3,5,0,0,1,3,3,2,3.9152777777777783
0,32,36,107,106,3,5,0,0,2,3,3,2,3.986111111111111
0,32,36,107,106,3,5,0,0,2,3,3,2,4.722916666666666
1,2,36,107,106,3,5,0,0,1,3,3,2,3.949305555555556
0,32,33,107,106,1,9,0,5,0,3,3,24,1.3506944444444444
1,26,33,107,106,1,9,0,1,0,3,3,8,0.27291666666666664
0,26,36,18,166,3,5,2,5,2,3,3,30,6.028472222222222
1,33,36,121,106,1,5,1,0,1,4,3,122,57.755555555555546
1,6,33,275,106,3,5,0,0,1,0,3,25,40.11388888888889
1,34,33,25,106,3,5,1,5,1,3,3,36,3.967361111111111
1,12,36,218,106,2,5,1,5,1,3,3,12,9.958333333333334
1,33,36,291,106,3,5,1,0,1,4,3,122,42.619444444444454
0,2,33,29,106,3,5,2,5,2,3,3,192,3.018055555555556
1,12,36,218,106,3,5,0,5,0,3,3,12,1.0034722222222223
0,12,36,125,106,2,5,2,5,2,3,3,60,9.040972222222225
0,34,36,13,106,3,5,0,0,2,3,3,12,8.330555555555557
1,26,33,127,106,3,5,0,5,0,3,3,36,2.2416666666666667
1,26,33,107,106,3,5,0,0,0,3,3,12,6.1875
1,2,36,218,106,3,5,0,7,0,3,3,132,8.052083333333334
0,35,36,218,106,3,5,0,0,2,3,3,84,7.284722222222222
0,32,36,89,106,1,5,2,7,2,2,2,23,2.9375
0,32,36,89,106,3,5,0,0,2,3,3,12,6.210416666666666
1,2,10,297,106,1,5,1,7,1,5,3,51,73.95347222222222
1,30,36,107,106,2,5,0,5,1,3,2,17,8.25625
1,12,33,275,106,3,5,0,5,0,4,4,11,10.220138888888886
1,12,33,275,106,2,5,0,6,1,5,4,24,22.992361111111112
1,12,33,275,106,2,5,0,5,0,6,6,13,10.979861111111115
1,12,33,275,106,2,5,0,5,0,8,8,15,4.106944444444443
1,12,33,275,106,2,5,0,5,0,2,2,20,10.981944444444444
1,32,1,287,106,3,5,1,0,1,4,4,14,4.280555555555557
1,32,1,287,106,3,5,0,0,1,3,3,12,5.882638888888889
1,6,36,59,106,2,9,0,5,0,0,3,25,9.172916666666667
1,32,33,173,83,3,5,0,0,0,3,3,8,4.990277777777779
1,12,36,218,106,3,5,0,0,1,7,6,11,11.13125
1,12,36,218,106,1,5,1,0,1,7,7,11,4.133333333333334
0,12,36,231,106,3,5,0,5,0,7,7,10,0.25277777777777777
0,2,33,24,144,3,5,0,0,0,3,3,12,9.080555555555557
0,13,33,69,106,3,5,0,0,2,3,3,8,5.04375
0,34,1,72,106,3,5,0,5,0,3,3,24,1.9451388888888892
1,10,30,25,106,3,5,0,0,1,0,0,6,5.153472222222222
0,32,33,275,106,3,5,0,0,2,0,3,25,12.234722222222222
0,8,33,99,106,1,5,2,0,2,9,3,67,198.03194444444443
1,34,36,188,106,2,5,0,5,1,0,3,9,10.126388888888886
1,2,36,218,106,3,5,0,0,1,4,3,14,50.211805555555564
1,32,33,275,106,3,5,0,0,1,0,3,61,380.07986111111114
1,2,30,107,106,3,5,0,0,1,3,3,24,4.395833333333333
1,33,36,129,30,1,5,0,0,1,3,3,30,6.009722222222222
1,32,33,232,97,3,5,0,0,1,3,3,10,9.034027777777778
1,35,36,218,106,3,5,1,0,1,9,9,19,5.01875
1,35,36,218,106,3,5,1,5,1,3,3,12,2.0347222222222223
0,32,33,275,106,3,5,0,0,2,4,3,26,43.818055555555546
1,2,36,239,106,2,5,1,5,1,0,0,25,6.8381944444444445
1,2,36,239,106,3,5,0,0,1,3,3,24,4.184722222222222
0,34,36,131,97,1,5,2,0,2,3,3,12,8.884722222222223
1,34,36,131,97,1,5,1,0,1,4,3,14,50.84722222222222
0,32,10,36,97,3,5,0,0,2,3,3,2,4.490972222222221
0,34,36,188,106,3,3,0,0,2,0,3,11,11.304166666666667
1,2,33,280,106,3,5,0,5,0,0,0,13,3.2159722222222222
1,2,33,280,106,3,5,0,0,1,4,4,14,6.145833333333332
1,2,33,280,106,3,5,0,5,0,3,3,12,5.077083333333333
1,34,10,275,106,2,5,0,5,0,3,3,12,0.13194444444444445
1,34,10,275,106,3,5,0,5,0,3,3,12,0.28958333333333336
1,34,26,99,106,2,5,1,7,1,6,3,40,115.17013888888887
0,34,36,23,106,1,5,2,0,2,3,3,36,4.075
1,33,10,50,106,2,5,0,7,1,1,3,58,299.82430555555555
1,12,33,218,106,3,3,0,7,0,0,3,25,13.102777777777776
1,13,33,275,106,3,5,0,7,0,3,3,4,0.15
1,34,36,188,106,3,5,0,0,1,3,3,9,5.1194444444444445
0,6,36,59,106,3,5,0,0,2,3,3,7,5.154166666666667
1,2,33,241,106,3,3,0,7,1,3,3,120,5.044444444444443
1,26,33,99,106,3,5,0,0,1,3,3,10,4.99375
1,34,36,275,106,3,5,0,0,1,3,3,24,7.034027777777778
1,34,33,229,106,3,5,1,0,1,9,9,36,3.2590277777777783
1,12,33,29,106,3,3,0,0,1,0,3,4,16.286805555555556
0,2,32,53,149,3,5,0,0,2,3,3,6,5.236805555555557
1,32,36,107,106,1,5,0,0,1,3,3,132,7.1944444444444455
0,6,33,275,106,3,5,0,5,0,8,8,60,1.8125
0,6,33,275,106,3,5,0,5,0,3,3,30,3.208333333333333
1,34,10,20,33,3,5,1,0,1,8,7,16,33.325694444444444
1,34,10,20,33,3,5,0,5,1,3,3,10,5.226388888888889
1,32,36,275,106,3,5,0,0,1,3,3,12,6.954861111111112
1,13,36,275,106,3,5,0,0,1,0,3,13,9.125694444444443
0,34,30,275,106,2,5,2,5,2,0,3,25,8.909722222222221
1,34,1,65,106,3,5,0,0,1,3,3,12,6.072916666666668
1,34,23,186,106,2,5,1,5,1,3,3,42,1.66875
0,6,20,173,97,3,5,0,0,2,9,9,9,7.31875
1,34,36,52,106,3,3,0,7,0,3,3,12,4.229861111111111
1,32,33,19,106,3,5,0,0,1,0,3,13,33.95347222222223
1,12,36,125,106,3,3,1,7,1,3,3,120,3.3270833333333334
